0,6
1,1
2,11
3,6
4,1
5,1
6,6
7,1
8,1
9,11
10,11
11,8
12,9
13,12
14,12
15,1
16,6
17,1
18,2
19,9
20,3
21,12
22,8
23,8
24,6
25,3
26,6
27,6
28,1
29,11
30,1
31,11
32,6
33,8
34,6
35,11
36,6
37,11
38,8
39,11
40,12
41,11
42,1
43,8
44,1
45,1
46,11
47,1
48,1
49,11
50,6
51,6
52,1
53,11
54,11
55,11
56,9
57,11
58,11
59,1
60,11
61,1
62,6
63,1
64,0
65,1
66,6
67,11
68,1
69,11
70,1
71,11
72,6
73,9
74,1
75,1
76,1
77,11
78,1
79,1
80,1
81,1
82,11
83,1
84,1
85,2
86,6
87,6
88,1
89,1
90,6
91,6
92,6
93,1
94,1
95,11
96,11
97,6
98,6
99,1
100,6
101,2
102,6
103,9
104,1
105,6
106,11
107,6
108,1
109,11
110,11
111,1
112,6
113,1
114,1
115,6
116,1
117,1
118,6
119,1
120,1
121,11
122,6
123,6
124,6
125,11
126,1
127,1
128,11
129,1
130,1
131,6
132,1
133,1
134,6
135,1
136,1
137,11
138,1
139,6
140,11
141,1
142,1
143,6
144,1
145,1
146,1
147,1
148,11
149,11
150,11
151,2
152,1
153,1
154,6
155,6
156,1
157,11
158,1
159,11
160,9
161,1
162,11
163,11
164,1
165,6
166,11
167,6
168,6
169,11
170,1
171,11
172,6
173,3
174,1
175,1
176,1
177,1
178,11
179,1
180,11
181,6
182,8
183,11
184,11
185,11
186,1
187,1
188,1
189,11
190,11
191,6
192,11
193,11
194,6
195,11
196,1
197,1
198,11
199,11
200,8
201,11
202,8
203,3
204,11
205,11
206,1
207,6
208,11
209,1
210,8
211,1
212,1
213,6
214,11
215,8
216,8
217,1
218,1
219,1
220,1
221,1
222,1
223,11
224,1
225,11
226,8
227,3
228,11
229,11
230,11
231,11
232,0
233,11
234,1
235,1
236,6
237,8
238,1
239,11
240,11
241,1
242,1
243,11
244,6
245,1
246,6
247,11
248,11
249,11
250,1
251,1
252,1
253,11
254,1
255,1
256,1
257,11
258,11
259,11
260,11
261,6
262,1
263,1
264,6
265,11
266,11
267,1
268,11
269,1
270,11
271,3
272,9
273,1
274,1
275,1
276,11
277,11
278,11
279,11
280,11
281,13
282,1
283,1
284,11
285,1
286,11
287,6
288,1
289,11
290,11
291,12
292,1
293,1
294,6
295,6
296,11
297,1
298,8
299,11
300,1
301,11
302,1
303,11
304,11
305,11
306,11
307,1
308,11
309,11
310,11
311,1
312,1
313,1
314,1
315,6
316,1
317,11
318,11
319,1
320,11
321,11
322,6
323,11
324,1
325,1
326,1
327,1
328,11
329,6
330,1
331,1
332,1
333,6
334,1
335,1
336,1
337,1
338,1
339,11
340,3
341,11
342,9
343,1
344,11
345,1
346,6
347,11
348,11
349,1
350,1
351,1
352,6
353,6
354,2
355,1
356,1
357,1
358,1
359,6
360,11
361,6
362,6
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,11
372,1
373,1
374,1
375,6
376,11
377,1
378,11
379,6
380,11
381,6
382,11
383,11
384,1
385,11
386,1
387,1
388,11
389,6
390,6
391,6
392,11
393,6
394,1
395,6
396,1
397,6
398,1
399,1
400,1
401,1
402,11
403,1
404,1
405,1
406,0
407,1
408,6
409,1
410,6
411,11
412,1
413,1
414,11
415,1
416,11
417,1
418,1
419,1
420,11
421,1
422,1
423,1
424,1
425,1
426,11
427,6
428,11
429,11
430,11
431,1
432,1
433,11
434,1
435,1
436,1
437,12
438,1
439,1
440,6
441,11
442,1
443,1
444,1
445,6
446,6
447,6
448,1
449,1
450,6
451,1
452,6
453,11
454,1
455,11
456,1
457,1
458,6
459,1
460,1
461,11
462,1
463,11
464,6
465,1
466,11
467,11
468,1
469,6
470,11
471,11
472,11
473,0
474,6
475,1
476,1
477,12
478,1
479,1
480,2
481,1
482,6
483,1
484,6
485,11
486,6
487,1
488,6
489,8
490,12
491,2
492,1
493,1
494,1
495,6
496,6
497,1
498,6
499,3
500,1
501,6
502,1
503,0
504,1
505,3
506,11
507,1
508,1
509,6
510,11
511,1
512,6
513,1
514,1
515,11
516,11
517,8
518,11
519,1
520,1
521,11
522,11
523,1
524,1
525,6
526,1
527,1
528,1
529,11
530,11
531,1
532,13
533,6
534,6
535,11
536,11
537,11
538,1
539,1
540,1
541,1
542,3
543,6
544,11
545,1
546,6
547,6
548,11
549,1
550,5
551,2
552,1
553,1
554,1
555,11
556,1
557,11
558,11
559,1
560,6
561,8
562,11
563,1
564,6
565,6
566,1
567,12
568,11
569,6
570,1
571,1
572,1
573,1
574,1
575,11
576,1
577,6
578,11
579,1
580,6
581,9
582,11
583,11
584,11
585,3
586,6
587,11
588,6
589,9
590,6
591,11
592,11
593,11
594,8
595,6
596,1
597,11
598,11
599,1
600,1
601,11
602,6
603,1
604,6
605,8
606,1
607,6
608,11
609,9
610,11
611,1
612,0
613,1
614,1
615,11
616,11
617,6
618,1
619,1
620,6
621,11
622,1
623,11
624,1
625,1
626,11
627,12
628,1
629,6
630,6
631,1
632,12
633,1
634,11
635,13
636,6
637,11
638,1
639,11
640,1
641,11
642,6
643,9
644,0
645,1
646,0
647,11
648,6
649,9
650,2
651,1
652,8
653,11
654,11
655,11
656,1
657,1
658,1
659,1
660,11
661,1
662,1
663,1
664,6
665,6
666,6
667,6
668,11
669,6
670,6
671,1
672,1
673,1
674,9
675,11
676,11
677,1
678,1
679,11
680,1
681,1
682,11
683,11
684,11
685,1
686,1
687,1
688,6
689,6
690,6
691,11
692,1
693,11
694,1
695,11
696,1
697,1
698,6
699,6
700,1
701,1
702,1
703,6
704,6
705,1
706,6
707,11
708,1
709,6
710,11
711,3
712,1
713,1
714,1
715,1
716,1
717,11
718,9
719,2
720,1
721,1
722,11
723,11
724,1
725,6
726,11
727,1
728,3
729,11
730,6
731,11
732,1
733,11
734,1
735,11
736,11
737,6
738,1
739,11
740,11
741,11
742,11
743,1
744,11
745,1
746,1
747,11
748,11
749,11
750,1
751,6
752,6
753,6
754,11
755,11
756,1
757,11
758,1
759,11
760,11
761,11
762,1
763,1
764,1
765,1
766,1
767,11
768,1
769,1
770,8
771,11
772,1
773,1
774,6
775,1
776,6
777,1
778,6
779,6
780,11
781,6
782,1
783,1
784,1
785,1
786,1
787,1
788,11
789,1
790,1
791,1
792,1
793,0
794,1
795,11
796,1
797,1
798,1
799,11
800,1
801,1
802,1
803,1
804,11
805,1
806,6
807,11
808,1
809,1
810,11
811,11
812,11
813,1
814,11
815,1
816,6
817,2
818,11
819,6
820,1
821,1
822,11
823,1
824,1
825,1
826,6
827,11
828,1
829,1
830,11
831,0
832,1
833,6
834,6
835,12
836,12
837,2
838,11
839,1
840,6
841,1
842,1
843,1
844,1
845,1
846,12
847,6
848,6
849,1
850,11
851,1
852,8
853,6
854,6
855,1
856,11
857,1
858,11
859,11
860,1
861,11
862,12
863,11
864,1
865,6
866,1
867,1
868,11
869,6
870,11
871,11
872,6
873,1
874,1
875,1
876,11
877,1
878,6
879,1
880,6
881,6
882,6
883,6
884,2
885,8
886,1
887,6
888,13
889,1
890,6
891,1
892,2
893,6
894,1
895,11
896,1
897,2
898,11
899,11
900,11
901,9
902,1
903,11
904,2
905,8
906,8
907,1
908,3
909,11
910,3
911,1
912,12
913,3
914,3
915,2
916,3
917,1
918,12
919,8
920,9
921,3
922,1
923,8
924,3
925,8
926,1
927,9
928,9
929,1
930,1
931,11
932,6
933,6
934,1
935,11
936,9
937,1
938,6
939,3
940,6
941,3
942,8
943,11
944,8
945,8
946,9
947,6
948,8
949,1
950,11
951,8
952,9
953,8
954,12
955,8
956,3
957,12
958,9
959,9
960,3
961,3
962,6
963,6
964,6
965,3
966,6
967,11
968,6
969,12
970,6
971,6
972,6
973,6
974,6
975,12
976,3
977,3
978,8
979,9
980,8
981,8
982,3
983,8
984,2
985,2
986,9
987,2
988,8
989,2
990,8
991,9
992,0
993,0
994,8
995,3
996,2
997,12
998,3
999,1
1000,3
1001,8
1002,12
1003,2
1004,3
1005,9
1006,9
1007,3
1008,2
1009,2
1010,8
1011,8
1012,8
1013,2
1014,8
1015,9
1016,2
1017,12
1018,12
1019,2
1020,8
1021,2
1022,2
1023,9
1024,1
1025,2
1026,12
1027,0
1028,9
1029,9
1030,2
1031,11
1032,11
1033,9
1034,12
1035,13
1036,13
1037,8
1038,8
1039,1
1040,12
1041,12
1042,13
1043,12
1044,11
1045,6
1046,13
1047,11
1048,6
1049,13
1050,1
1051,13
1052,1
1053,11
1054,6
1055,6
1056,13
1057,7
1058,13
1059,8
1060,0
1061,11
1062,11
1063,1
1064,6
1065,13
1066,6
1067,1
1068,1
1069,12
1070,13
1071,11
1072,13
1073,13
1074,11
1075,12
1076,13
1077,11
1078,13
1079,13
1080,0
1081,11
1082,13
1083,2
1084,1
1085,11
1086,13
1087,13
1088,13
1089,13
1090,1
1091,13
1092,4
1093,13
1094,11
1095,13
1096,13
1097,4
1098,13
1099,12
1100,4
1101,13
1102,13
1103,13
1104,12
1105,0
1106,1
1107,13
1108,1
1109,0
1110,12
1111,11
1112,4
1113,0
1114,12
1115,13
1116,13
1117,0
1118,13
1119,13
1120,12
1121,7
1122,13
1123,13
1124,5
1125,13
1126,13
1127,7
1128,12
1129,13
1130,6
1131,1
1132,11
1133,12
1134,4
1135,6
1136,6
1137,11
1138,13
1139,1
1140,4
1141,13
1142,5
1143,13
1144,0
1145,13
1146,4
1147,13
1148,12
1149,1
1150,11
1151,13
1152,13
1153,6
1154,5
1155,6
1156,7
1157,13
1158,13
1159,4
1160,11
1161,11
1162,6
1163,6
1164,6
1165,4
1166,13
1167,5
1168,13
1169,6
1170,13
1171,4
1172,6
1173,13
1174,12
1175,12
1176,4
1177,12
1178,4
1179,5
1180,13
1181,8
1182,6
1183,6
1184,13
1185,12
1186,13
1187,6
1188,13
1189,5
1190,13
1191,5
1192,11
1193,13
1194,5
1195,13
1196,1
1197,13
1198,4
1199,5
1200,4
1201,12
1202,4
1203,13
1204,6
